Country,Confirmed,Date,New Cases
Australia,541,2020-04-17 00:00:00+00:00,438
Australia,1302,2020-04-17 00:00:00+00:00,761
Australia,28,2020-04-17 00:00:00+00:00,-1274
Australia,180,2020-04-17 00:00:00+00:00,152
Australia,1319,2020-04-18 00:00:00+00:00,1139
Australia,435,2020-04-18 00:00:00+00:00,-884
Australia,28,2020-04-18 00:00:00+00:00,-407
Australia,103,2020-04-18 00:00:00+00:00,75
Australia,544,2020-04-18 00:00:00+00:00,441
Australia,1015,2020-04-18 00:00:00+00:00,471
Australia,2936,2020-04-18 00:00:00+00:00,1921
Australia,188,2020-04-18 00:00:00+00:00,-2748
Australia,103,2020-04-19 00:00:00+00:00,-85
Australia,545,2020-04-19 00:00:00+00:00,442
Australia,1328,2020-04-19 00:00:00+00:00,783
Australia,1019,2020-04-19 00:00:00+00:00,-309
Australia,195,2020-04-19 00:00:00+00:00,-824
Australia,2957,2020-04-19 00:00:00+00:00,2762
Australia,28,2020-04-19 00:00:00+00:00,-2929
Australia,435,2020-04-19 00:00:00+00:00,407
Australia,200,2020-04-20 00:00:00+00:00,-235
Australia,28,2020-04-20 00:00:00+00:00,-172
Australia,545,2020-04-20 00:00:00+00:00,517
Australia,2963,2020-04-20 00:00:00+00:00,2418
Australia,1019,2020-04-20 00:00:00+00:00,-1944
Australia,1329,2020-04-20 00:00:00+00:00,310
Australia,104,2020-04-20 00:00:00+00:00,-1225
Australia,435,2020-04-20 00:00:00+00:00,331
Australia,437,2020-04-21 00:00:00+00:00,2
Australia,201,2020-04-21 00:00:00+00:00,-236
Australia,1336,2020-04-21 00:00:00+00:00,1135
Australia,1024,2020-04-21 00:00:00+00:00,-312
Australia,546,2020-04-21 00:00:00+00:00,-478
Australia,104,2020-04-21 00:00:00+00:00,-442
Australia,28,2020-04-21 00:00:00+00:00,-76
Australia,2969,2020-04-21 00:00:00+00:00,2941
Australia,438,2020-04-22 00:00:00+00:00,-2531
Australia,546,2020-04-22 00:00:00+00:00,108
Australia,2971,2020-04-22 00:00:00+00:00,2425
Australia,205,2020-04-22 00:00:00+00:00,-2766
Australia,28,2020-04-22 00:00:00+00:00,-177
Australia,1336,2020-04-22 00:00:00+00:00,1308
Australia,1024,2020-04-22 00:00:00+00:00,-312
Australia,104,2020-04-22 00:00:00+00:00,-920
Australia,28,2020-04-23 00:00:00+00:00,-76
Australia,2976,2020-04-23 00:00:00+00:00,2948
Australia,104,2020-04-23 00:00:00+00:00,-2872
Australia,207,2020-04-23 00:00:00+00:00,103
Australia,438,2020-04-23 00:00:00+00:00,231
Australia,1337,2020-04-23 00:00:00+00:00,899
Australia,546,2020-04-23 00:00:00+00:00,-791
Australia,1026,2020-04-23 00:00:00+00:00,480
Australia,207,2020-04-24 00:00:00+00:00,-819
Australia,438,2020-04-24 00:00:00+00:00,231
Australia,1026,2020-04-24 00:00:00+00:00,588
Australia,2982,2020-04-24 00:00:00+00:00,1956
Australia,105,2020-04-24 00:00:00+00:00,-2877
Australia,28,2020-04-24 00:00:00+00:00,-77
Australia,1343,2020-04-24 00:00:00+00:00,1315
Australia,548,2020-04-24 00:00:00+00:00,-795
Australia,1346,2020-04-25 00:00:00+00:00,798
Australia,549,2020-04-25 00:00:00+00:00,-797
Australia,438,2020-04-25 00:00:00+00:00,-111
Australia,207,2020-04-25 00:00:00+00:00,-231
Australia,106,2020-04-25 00:00:00+00:00,-101
Australia,28,2020-04-25 00:00:00+00:00,-78
Australia,2994,2020-04-25 00:00:00+00:00,2966
Australia,1026,2020-04-25 00:00:00+00:00,-1968
Australia,438,2020-04-26 00:00:00+00:00,-588
Australia,1030,2020-04-26 00:00:00+00:00,592
Australia,3002,2020-04-26 00:00:00+00:00,1972
Australia,106,2020-04-26 00:00:00+00:00,-2896
Australia,549,2020-04-26 00:00:00+00:00,443
Australia,212,2020-04-26 00:00:00+00:00,-337
Australia,28,2020-04-26 00:00:00+00:00,-184
Australia,1349,2020-04-26 00:00:00+00:00,1321
Australia,549,2020-04-27 00:00:00+00:00,-800
Australia,28,2020-04-27 00:00:00+00:00,-521
Australia,438,2020-04-27 00:00:00+00:00,410
Australia,1349,2020-04-27 00:00:00+00:00,911
Australia,1033,2020-04-27 00:00:00+00:00,-316
Australia,106,2020-04-27 00:00:00+00:00,-927
Australia,3004,2020-04-27 00:00:00+00:00,2898
Australia,214,2020-04-27 00:00:00+00:00,-2790
Australia,218,2020-04-28 00:00:00+00:00,4
Australia,1354,2020-04-28 00:00:00+00:00,1136
Australia,106,2020-04-28 00:00:00+00:00,-1248
Australia,1034,2020-04-28 00:00:00+00:00,928
Australia,550,2020-04-28 00:00:00+00:00,-484
Australia,438,2020-04-28 00:00:00+00:00,-112
Australia,3016,2020-04-28 00:00:00+00:00,2578
Australia,28,2020-04-28 00:00:00+00:00,-2988
Australia,106,2020-04-29 00:00:00+00:00,78
Australia,1033,2020-04-29 00:00:00+00:00,927
Australia,1361,2020-04-29 00:00:00+00:00,328
Australia,438,2020-04-29 00:00:00+00:00,-923
Australia,551,2020-04-29 00:00:00+00:00,113
Australia,28,2020-04-29 00:00:00+00:00,-523
Australia,3016,2020-04-29 00:00:00+00:00,2988
Australia,219,2020-04-29 00:00:00+00:00,-2797
Australia,551,2020-04-30 00:00:00+00:00,332
Australia,1364,2020-04-30 00:00:00+00:00,813
Australia,221,2020-04-30 00:00:00+00:00,-1143
Australia,3025,2020-04-30 00:00:00+00:00,2804
Australia,1033,2020-04-30 00:00:00+00:00,-1992
Australia,106,2020-04-30 00:00:00+00:00,-927
Australia,438,2020-04-30 00:00:00+00:00,332
Australia,28,2020-04-30 00:00:00+00:00,-410
Australia,221,2020-05-01 00:00:00+00:00,193
Australia,3030,2020-05-01 00:00:00+00:00,2809
Australia,1034,2020-05-01 00:00:00+00:00,-1996
Australia,1371,2020-05-01 00:00:00+00:00,337
Australia,438,2020-05-01 00:00:00+00:00,-933
Australia,27,2020-05-01 00:00:00+00:00,-411
Australia,551,2020-05-01 00:00:00+00:00,524
Australia,106,2020-05-01 00:00:00+00:00,-445
Australia,106,2020-05-02 00:00:00+00:00,0
Australia,3035,2020-05-02 00:00:00+00:00,2929
Australia,1384,2020-05-02 00:00:00+00:00,-1651
Australia,1035,2020-05-02 00:00:00+00:00,-349
Australia,438,2020-05-02 00:00:00+00:00,-597
Australia,551,2020-05-02 00:00:00+00:00,113
Australia,29,2020-05-02 00:00:00+00:00,-522
Australia,221,2020-05-02 00:00:00+00:00,192
Australia,1038,2020-05-03 00:00:00+00:00,817
Australia,438,2020-05-03 00:00:00+00:00,-600
Australia,1406,2020-05-03 00:00:00+00:00,968
Australia,106,2020-05-03 00:00:00+00:00,-1300
Australia,29,2020-05-03 00:00:00+00:00,-77
Australia,3033,2020-05-03 00:00:00+00:00,3004
Australia,221,2020-05-03 00:00:00+00:00,-2812
Australia,551,2020-05-03 00:00:00+00:00,330
Australia,438,2020-05-04 00:00:00+00:00,-113
Australia,29,2020-05-04 00:00:00+00:00,-409
Australia,1423,2020-05-04 00:00:00+00:00,1394
Australia,1043,2020-05-04 00:00:00+00:00,-380
Australia,221,2020-05-04 00:00:00+00:00,-822
Australia,3035,2020-05-04 00:00:00+00:00,2814
Australia,551,2020-05-04 00:00:00+00:00,-2484
Australia,107,2020-05-04 00:00:00+00:00,-444
Australia,225,2020-05-05 00:00:00+00:00,118
Australia,3042,2020-05-05 00:00:00+00:00,2817
Australia,107,2020-05-05 00:00:00+00:00,-2935
Australia,438,2020-05-05 00:00:00+00:00,331
Australia,1440,2020-05-05 00:00:00+00:00,1002
Australia,29,2020-05-05 00:00:00+00:00,-1411
Australia,551,2020-05-05 00:00:00+00:00,522
Australia,1043,2020-05-05 00:00:00+00:00,492
Australia,438,2020-05-06 00:00:00+00:00,-605
Australia,3044,2020-05-06 00:00:00+00:00,2606
Australia,1454,2020-05-06 00:00:00+00:00,-1590
Australia,1045,2020-05-06 00:00:00+00:00,-409
Australia,29,2020-05-06 00:00:00+00:00,-1016
Australia,107,2020-05-06 00:00:00+00:00,78
Australia,226,2020-05-06 00:00:00+00:00,119
Australia,551,2020-05-06 00:00:00+00:00,325
Australia,1467,2020-05-07 00:00:00+00:00,916
Australia,3047,2020-05-07 00:00:00+00:00,1580
Australia,552,2020-05-07 00:00:00+00:00,-2495
Australia,227,2020-05-07 00:00:00+00:00,-325
Australia,107,2020-05-07 00:00:00+00:00,-120
Australia,1045,2020-05-07 00:00:00+00:00,938
Australia,29,2020-05-07 00:00:00+00:00,-1016
Australia,439,2020-05-07 00:00:00+00:00,410
Australia,3051,2020-05-08 00:00:00+00:00,2612
Australia,29,2020-05-08 00:00:00+00:00,-3022
Australia,1045,2020-05-08 00:00:00+00:00,1016
Australia,1468,2020-05-08 00:00:00+00:00,423
Australia,552,2020-05-08 00:00:00+00:00,-916
Australia,227,2020-05-08 00:00:00+00:00,-325
Australia,439,2020-05-08 00:00:00+00:00,212
Australia,107,2020-05-08 00:00:00+00:00,-332
Australia,1487,2020-05-09 00:00:00+00:00,1380
Australia,3053,2020-05-09 00:00:00+00:00,1566
Australia,1045,2020-05-09 00:00:00+00:00,-2008
Australia,439,2020-05-09 00:00:00+00:00,-606
Australia,29,2020-05-09 00:00:00+00:00,-410
Australia,552,2020-05-09 00:00:00+00:00,523
Australia,227,2020-05-09 00:00:00+00:00,-325
Australia,107,2020-05-09 00:00:00+00:00,-120
Australia,552,2020-05-10 00:00:00+00:00,445
Australia,439,2020-05-10 00:00:00+00:00,-113
Australia,1045,2020-05-10 00:00:00+00:00,606
Australia,3053,2020-05-10 00:00:00+00:00,2008
Australia,227,2020-05-10 00:00:00+00:00,-2826
Australia,1496,2020-05-10 00:00:00+00:00,1269
Australia,107,2020-05-10 00:00:00+00:00,-1389
Australia,29,2020-05-10 00:00:00+00:00,-78
Australia,3053,2020-05-11 00:00:00+00:00,3024
Australia,227,2020-05-11 00:00:00+00:00,-2826
Australia,553,2020-05-11 00:00:00+00:00,326
Australia,1511,2020-05-11 00:00:00+00:00,958
Australia,1051,2020-05-11 00:00:00+00:00,-460
Australia,439,2020-05-11 00:00:00+00:00,-612
Australia,107,2020-05-11 00:00:00+00:00,-332
Australia,29,2020-05-11 00:00:00+00:00,-78
Australia,1514,2020-05-12 00:00:00+00:00,1485
Australia,107,2020-05-12 00:00:00+00:00,-1407
Australia,1052,2020-05-12 00:00:00+00:00,945
Australia,439,2020-05-12 00:00:00+00:00,-613
Australia,553,2020-05-12 00:00:00+00:00,114
Australia,3059,2020-05-12 00:00:00+00:00,2506
Australia,227,2020-05-12 00:00:00+00:00,-2832
Australia,29,2020-05-12 00:00:00+00:00,-198
Australia,1051,2020-05-13 00:00:00+00:00,1022
Australia,552,2020-05-13 00:00:00+00:00,-499
Australia,29,2020-05-13 00:00:00+00:00,-523
Australia,107,2020-05-13 00:00:00+00:00,78
Australia,1521,2020-05-13 00:00:00+00:00,1414
Australia,227,2020-05-13 00:00:00+00:00,-1294
Australia,3063,2020-05-13 00:00:00+00:00,2836
Australia,439,2020-05-13 00:00:00+00:00,-2624
Australia,1540,2020-05-14 00:00:00+00:00,1101
Australia,1054,2020-05-14 00:00:00+00:00,-486
Australia,552,2020-05-14 00:00:00+00:00,-502
Australia,439,2020-05-14 00:00:00+00:00,-113
Australia,29,2020-05-14 00:00:00+00:00,-410
Australia,227,2020-05-14 00:00:00+00:00,198
Australia,107,2020-05-14 00:00:00+00:00,-120
Australia,3071,2020-05-14 00:00:00+00:00,2964
Australia,1055,2020-05-15 00:00:00+00:00,-2016
Australia,107,2020-05-15 00:00:00+00:00,-948
Australia,439,2020-05-15 00:00:00+00:00,332
Australia,552,2020-05-15 00:00:00+00:00,113
Australia,29,2020-05-15 00:00:00+00:00,-523
Australia,1551,2020-05-15 00:00:00+00:00,1522
Australia,3074,2020-05-15 00:00:00+00:00,1523
Australia,228,2020-05-15 00:00:00+00:00,-2846
Australia,1055,2020-05-16 00:00:00+00:00,827
Australia,228,2020-05-16 00:00:00+00:00,-827
Australia,553,2020-05-16 00:00:00+00:00,325
Australia,29,2020-05-16 00:00:00+00:00,-524
Australia,1558,2020-05-16 00:00:00+00:00,1529
Australia,3075,2020-05-16 00:00:00+00:00,1517
Australia,439,2020-05-16 00:00:00+00:00,-2636
Australia,107,2020-05-16 00:00:00+00:00,-332
Australia,29,2020-05-17 00:00:00+00:00,-78
Australia,1564,2020-05-17 00:00:00+00:00,1535
Australia,439,2020-05-17 00:00:00+00:00,-1125
Australia,3076,2020-05-17 00:00:00+00:00,2637
Australia,554,2020-05-17 00:00:00+00:00,-2522
Australia,107,2020-05-17 00:00:00+00:00,-447
Australia,228,2020-05-17 00:00:00+00:00,121
Australia,1057,2020-05-17 00:00:00+00:00,829
Australia,1057,2020-05-18 00:00:00+00:00,0
Australia,3078,2020-05-18 00:00:00+00:00,2021
Australia,1573,2020-05-18 00:00:00+00:00,-1505
Australia,107,2020-05-18 00:00:00+00:00,-1466
Australia,557,2020-05-18 00:00:00+00:00,450
Australia,29,2020-05-18 00:00:00+00:00,-528
Australia,228,2020-05-18 00:00:00+00:00,199
Australia,439,2020-05-18 00:00:00+00:00,211
Australia,439,2020-05-19 00:00:00+00:00,0
Australia,3081,2020-05-19 00:00:00+00:00,2642
Australia,228,2020-05-19 00:00:00+00:00,-2853
Australia,557,2020-05-19 00:00:00+00:00,329
Australia,107,2020-05-19 00:00:00+00:00,-450
Australia,1058,2020-05-19 00:00:00+00:00,951
Australia,1573,2020-05-19 00:00:00+00:00,515
Australia,29,2020-05-19 00:00:00+00:00,-1544
Australia,29,2020-05-20 00:00:00+00:00,0
Australia,107,2020-05-20 00:00:00+00:00,78
Australia,3082,2020-05-20 00:00:00+00:00,2975
Australia,1058,2020-05-20 00:00:00+00:00,-2024
Australia,557,2020-05-20 00:00:00+00:00,-501
Australia,228,2020-05-20 00:00:00+00:00,-329
Australia,439,2020-05-20 00:00:00+00:00,211
Australia,1581,2020-05-20 00:00:00+00:00,1142
Australia,1593,2020-05-21 00:00:00+00:00,12
Australia,228,2020-05-21 00:00:00+00:00,-1365
Australia,439,2020-05-21 00:00:00+00:00,211
Australia,3084,2020-05-21 00:00:00+00:00,2645
Australia,1058,2020-05-21 00:00:00+00:00,-2026
Australia,29,2020-05-21 00:00:00+00:00,-1029
Australia,107,2020-05-21 00:00:00+00:00,78
Australia,557,2020-05-21 00:00:00+00:00,450
Australia,29,2020-05-22 00:00:00+00:00,-528
Australia,228,2020-05-22 00:00:00+00:00,199
Australia,1060,2020-05-22 00:00:00+00:00,832
Australia,1593,2020-05-22 00:00:00+00:00,533
Australia,3086,2020-05-22 00:00:00+00:00,1493
Australia,107,2020-05-22 00:00:00+00:00,-2979
Australia,557,2020-05-22 00:00:00+00:00,450
Australia,439,2020-05-22 00:00:00+00:00,-118
Australia,1603,2020-05-23 00:00:00+00:00,1164
Australia,3087,2020-05-23 00:00:00+00:00,1484
Australia,439,2020-05-23 00:00:00+00:00,-2648
Australia,29,2020-05-23 00:00:00+00:00,-410
Australia,560,2020-05-23 00:00:00+00:00,531
Australia,228,2020-05-23 00:00:00+00:00,-332
Australia,1061,2020-05-23 00:00:00+00:00,833
Australia,107,2020-05-23 00:00:00+00:00,-954
Australia,1605,2020-05-24 00:00:00+00:00,1498
Australia,29,2020-05-24 00:00:00+00:00,-1576
Australia,107,2020-05-24 00:00:00+00:00,78
Australia,439,2020-05-24 00:00:00+00:00,332
Australia,228,2020-05-24 00:00:00+00:00,-211
Australia,3090,2020-05-24 00:00:00+00:00,2862
Australia,560,2020-05-24 00:00:00+00:00,-2530
Australia,1056,2020-05-24 00:00:00+00:00,496
Australia,107,2020-05-25 00:00:00+00:00,-949
Australia,3092,2020-05-25 00:00:00+00:00,2985
Australia,564,2020-05-25 00:00:00+00:00,-2528
Australia,1057,2020-05-25 00:00:00+00:00,493
Australia,29,2020-05-25 00:00:00+00:00,-1028
Australia,439,2020-05-25 00:00:00+00:00,410
Australia,228,2020-05-25 00:00:00+00:00,-211
Australia,1610,2020-05-25 00:00:00+00:00,1382
Australia,1618,2020-05-26 00:00:00+00:00,8
Australia,228,2020-05-26 00:00:00+00:00,-1390
Australia,29,2020-05-26 00:00:00+00:00,-199
Australia,1058,2020-05-26 00:00:00+00:00,1029
Australia,570,2020-05-26 00:00:00+00:00,-488
Australia,440,2020-05-26 00:00:00+00:00,-130
Australia,3089,2020-05-26 00:00:00+00:00,2649
Australia,107,2020-05-26 00:00:00+00:00,-2982
Australia,1628,2020-05-27 00:00:00+00:00,1521
Australia,29,2020-05-27 00:00:00+00:00,-1599
Australia,440,2020-05-27 00:00:00+00:00,411
Australia,3090,2020-05-27 00:00:00+00:00,2650
Australia,107,2020-05-27 00:00:00+00:00,-2983
Australia,1058,2020-05-27 00:00:00+00:00,951
Australia,570,2020-05-27 00:00:00+00:00,-488
Australia,228,2020-05-27 00:00:00+00:00,-342
Australia,440,2020-05-28 00:00:00+00:00,212
Australia,1634,2020-05-28 00:00:00+00:00,1194
Australia,577,2020-05-28 00:00:00+00:00,-1057
Australia,228,2020-05-28 00:00:00+00:00,-349
Australia,3092,2020-05-28 00:00:00+00:00,2864
Australia,29,2020-05-28 00:00:00+00:00,-3063
Australia,1058,2020-05-28 00:00:00+00:00,1029
Australia,107,2020-05-28 00:00:00+00:00,-951
Australia,29,2020-05-29 00:00:00+00:00,-78
Australia,1058,2020-05-29 00:00:00+00:00,1029
Australia,3092,2020-05-29 00:00:00+00:00,2034
Australia,228,2020-05-29 00:00:00+00:00,-2864
Australia,1645,2020-05-29 00:00:00+00:00,1417
Australia,585,2020-05-29 00:00:00+00:00,-1060
Australia,107,2020-05-29 00:00:00+00:00,-478
Australia,440,2020-05-29 00:00:00+00:00,333
Australia,107,2020-05-30 00:00:00+00:00,-333
Australia,1649,2020-05-30 00:00:00+00:00,1542
Australia,228,2020-05-30 00:00:00+00:00,-1421
Australia,586,2020-05-30 00:00:00+00:00,358
Australia,29,2020-05-30 00:00:00+00:00,-557
Australia,440,2020-05-30 00:00:00+00:00,411
Australia,1058,2020-05-30 00:00:00+00:00,618
Australia,3095,2020-05-30 00:00:00+00:00,2037
Australia,440,2020-05-31 00:00:00+00:00,-2655
Australia,3098,2020-05-31 00:00:00+00:00,2658
Australia,1653,2020-05-31 00:00:00+00:00,-1445
Australia,589,2020-05-31 00:00:00+00:00,-1064
Australia,228,2020-05-31 00:00:00+00:00,-361
Australia,1058,2020-05-31 00:00:00+00:00,830
Australia,29,2020-05-31 00:00:00+00:00,-1029
Australia,107,2020-05-31 00:00:00+00:00,78
Australia,3104,2020-06-01 00:00:00+00:00,2997
Australia,29,2020-06-01 00:00:00+00:00,-3075
Australia,1059,2020-06-01 00:00:00+00:00,1030
Australia,591,2020-06-01 00:00:00+00:00,-468
Australia,1663,2020-06-01 00:00:00+00:00,1072
Australia,228,2020-06-01 00:00:00+00:00,-1435
Australia,440,2020-06-01 00:00:00+00:00,212
Australia,107,2020-06-01 00:00:00+00:00,-333
Australia,228,2020-06-02 00:00:00+00:00,121
Australia,440,2020-06-02 00:00:00+00:00,212
Australia,1059,2020-06-02 00:00:00+00:00,619
Australia,29,2020-06-02 00:00:00+00:00,-1030
Australia,3104,2020-06-02 00:00:00+00:00,3075
Australia,1670,2020-06-02 00:00:00+00:00,-1434
Australia,592,2020-06-02 00:00:00+00:00,-1078
Australia,107,2020-06-02 00:00:00+00:00,-485
Australia,440,2020-06-03 00:00:00+00:00,333
Australia,107,2020-06-03 00:00:00+00:00,-333
Australia,29,2020-06-03 00:00:00+00:00,-78
Australia,3106,2020-06-03 00:00:00+00:00,3077
Australia,1060,2020-06-03 00:00:00+00:00,-2046
Australia,592,2020-06-03 00:00:00+00:00,-468
Australia,1678,2020-06-03 00:00:00+00:00,1086
Australia,228,2020-06-03 00:00:00+00:00,-1450
Australia,1060,2020-06-04 00:00:00+00:00,832
Australia,29,2020-06-04 00:00:00+00:00,-1031
Australia,3110,2020-06-04 00:00:00+00:00,3081
Australia,1681,2020-06-04 00:00:00+00:00,-1429
Australia,107,2020-06-04 00:00:00+00:00,-1574
Australia,592,2020-06-04 00:00:00+00:00,485
Australia,440,2020-06-04 00:00:00+00:00,-152
Australia,228,2020-06-04 00:00:00+00:00,-212
Australia,107,2020-06-05 00:00:00+00:00,-121
Australia,29,2020-06-05 00:00:00+00:00,-78
Australia,1061,2020-06-05 00:00:00+00:00,1032
Australia,228,2020-06-05 00:00:00+00:00,-833
Australia,596,2020-06-05 00:00:00+00:00,368
Australia,1681,2020-06-05 00:00:00+00:00,1085
Australia,3110,2020-06-05 00:00:00+00:00,1429
Australia,440,2020-06-05 00:00:00+00:00,-2670
Australia,29,2020-06-06 00:00:00+00:00,-411
Australia,3109,2020-06-06 00:00:00+00:00,3080
Australia,599,2020-06-06 00:00:00+00:00,-2510
Australia,440,2020-06-06 00:00:00+00:00,-159
Australia,108,2020-06-06 00:00:00+00:00,-332
Australia,1061,2020-06-06 00:00:00+00:00,953
Australia,228,2020-06-06 00:00:00+00:00,-833
Australia,1685,2020-06-06 00:00:00+00:00,1457
Australia,1687,2020-06-07 00:00:00+00:00,2
Australia,599,2020-06-07 00:00:00+00:00,-1088
Australia,1062,2020-06-07 00:00:00+00:00,463
Australia,108,2020-06-07 00:00:00+00:00,-954
Australia,440,2020-06-07 00:00:00+00:00,332
Australia,29,2020-06-07 00:00:00+00:00,-411
Australia,228,2020-06-07 00:00:00+00:00,199
Australia,3112,2020-06-07 00:00:00+00:00,2884
Australia,440,2020-06-08 00:00:00+00:00,-2672
Australia,1687,2020-06-08 00:00:00+00:00,1247
Australia,228,2020-06-08 00:00:00+00:00,-1459
Australia,599,2020-06-08 00:00:00+00:00,371
Australia,108,2020-06-08 00:00:00+00:00,-491
Australia,29,2020-06-08 00:00:00+00:00,-79
Australia,1062,2020-06-08 00:00:00+00:00,1033
Australia,3114,2020-06-08 00:00:00+00:00,2052
Australia,440,2020-06-09 00:00:00+00:00,-2674
Australia,599,2020-06-09 00:00:00+00:00,159
Australia,1691,2020-06-09 00:00:00+00:00,1092
Australia,29,2020-06-09 00:00:00+00:00,-1662
Australia,108,2020-06-09 00:00:00+00:00,79
Australia,228,2020-06-09 00:00:00+00:00,120
Australia,1062,2020-06-09 00:00:00+00:00,834
Australia,3117,2020-06-09 00:00:00+00:00,2055
Australia,601,2020-06-10 00:00:00+00:00,-2516
Australia,108,2020-06-10 00:00:00+00:00,-493
Australia,228,2020-06-10 00:00:00+00:00,120
Australia,440,2020-06-10 00:00:00+00:00,212
Australia,3117,2020-06-10 00:00:00+00:00,2677
Australia,29,2020-06-10 00:00:00+00:00,-3088
Australia,1063,2020-06-10 00:00:00+00:00,1034
Australia,1699,2020-06-10 00:00:00+00:00,636
Australia,108,2020-06-11 00:00:00+00:00,-1591
Australia,228,2020-06-11 00:00:00+00:00,120
Australia,1064,2020-06-11 00:00:00+00:00,836
Australia,602,2020-06-11 00:00:00+00:00,-462
Australia,3115,2020-06-11 00:00:00+00:00,2513
Australia,440,2020-06-11 00:00:00+00:00,-2675
Australia,29,2020-06-11 00:00:00+00:00,-411
Australia,1703,2020-06-11 00:00:00+00:00,1674
Australia,3119,2020-06-12 00:00:00+00:00,1416
Australia,108,2020-06-12 00:00:00+00:00,-3011
Australia,228,2020-06-12 00:00:00+00:00,120
Australia,1703,2020-06-12 00:00:00+00:00,1475
Australia,1065,2020-06-12 00:00:00+00:00,-638
Australia,29,2020-06-12 00:00:00+00:00,-1036
Australia,440,2020-06-12 00:00:00+00:00,411
Australia,602,2020-06-12 00:00:00+00:00,162
Australia,440,2020-06-13 00:00:00+00:00,-162
Australia,108,2020-06-13 00:00:00+00:00,-332
Australia,29,2020-06-13 00:00:00+00:00,-79
Australia,3128,2020-06-13 00:00:00+00:00,3099
Australia,1720,2020-06-13 00:00:00+00:00,-1408
Australia,602,2020-06-13 00:00:00+00:00,-1118
Australia,1065,2020-06-13 00:00:00+00:00,463
Australia,228,2020-06-13 00:00:00+00:00,-837
Australia,602,2020-06-14 00:00:00+00:00,374
Australia,1065,2020-06-14 00:00:00+00:00,463
Australia,3131,2020-06-14 00:00:00+00:00,2066
Australia,228,2020-06-14 00:00:00+00:00,-2903
Australia,29,2020-06-14 00:00:00+00:00,-199
Australia,108,2020-06-14 00:00:00+00:00,79
Australia,440,2020-06-14 00:00:00+00:00,332
Australia,1732,2020-06-14 00:00:00+00:00,1292
Australia,228,2020-06-15 00:00:00+00:00,-1504
Australia,108,2020-06-15 00:00:00+00:00,-120
Australia,3134,2020-06-15 00:00:00+00:00,3026
Australia,29,2020-06-15 00:00:00+00:00,-3105
Australia,1741,2020-06-15 00:00:00+00:00,1712
Australia,1065,2020-06-15 00:00:00+00:00,-676
Australia,602,2020-06-15 00:00:00+00:00,-463
Australia,440,2020-06-15 00:00:00+00:00,-162
Australia,29,2020-06-16 00:00:00+00:00,-411
Australia,1066,2020-06-16 00:00:00+00:00,1037
Australia,3135,2020-06-16 00:00:00+00:00,2069
Australia,1762,2020-06-16 00:00:00+00:00,-1373
Australia,228,2020-06-16 00:00:00+00:00,-1534
Australia,108,2020-06-16 00:00:00+00:00,-120
Australia,602,2020-06-16 00:00:00+00:00,494
Australia,440,2020-06-16 00:00:00+00:00,-162
Australia,1780,2020-06-17 00:00:00+00:00,1340
Australia,1066,2020-06-17 00:00:00+00:00,-714
Australia,29,2020-06-17 00:00:00+00:00,-1037
Australia,440,2020-06-17 00:00:00+00:00,411
Australia,603,2020-06-17 00:00:00+00:00,163
Australia,108,2020-06-17 00:00:00+00:00,-495
Australia,3137,2020-06-17 00:00:00+00:00,3029
Australia,228,2020-06-17 00:00:00+00:00,-2909
Australia,1066,2020-06-18 00:00:00+00:00,838
Australia,228,2020-06-18 00:00:00+00:00,-838
Australia,3143,2020-06-18 00:00:00+00:00,2915
Australia,29,2020-06-18 00:00:00+00:00,-3114
Australia,108,2020-06-18 00:00:00+00:00,79
Australia,1792,2020-06-18 00:00:00+00:00,1684
Australia,440,2020-06-18 00:00:00+00:00,-1352
Australia,603,2020-06-18 00:00:00+00:00,163
Australia,108,2020-06-19 00:00:00+00:00,-495
Australia,604,2020-06-19 00:00:00+00:00,496
Australia,1792,2020-06-19 00:00:00+00:00,1188
Australia,440,2020-06-19 00:00:00+00:00,-1352
Australia,228,2020-06-19 00:00:00+00:00,-212
Australia,1066,2020-06-19 00:00:00+00:00,838
Australia,29,2020-06-19 00:00:00+00:00,-1037
Australia,3144,2020-06-19 00:00:00+00:00,3115
Australia,1066,2020-06-20 00:00:00+00:00,-2078
Australia,440,2020-06-20 00:00:00+00:00,-626
Australia,605,2020-06-20 00:00:00+00:00,165
Australia,228,2020-06-20 00:00:00+00:00,-377
Australia,1836,2020-06-20 00:00:00+00:00,1608
Australia,108,2020-06-20 00:00:00+00:00,-1728
Australia,3149,2020-06-20 00:00:00+00:00,3041
Australia,29,2020-06-20 00:00:00+00:00,-3120
Australia,29,2020-06-21 00:00:00+00:00,0
Australia,1847,2020-06-21 00:00:00+00:00,1818
Australia,108,2020-06-21 00:00:00+00:00,-1739
Australia,1066,2020-06-21 00:00:00+00:00,958
Australia,440,2020-06-21 00:00:00+00:00,-626
Australia,605,2020-06-21 00:00:00+00:00,165
Australia,228,2020-06-21 00:00:00+00:00,-377
Australia,3151,2020-06-21 00:00:00+00:00,2923
Australia,108,2020-06-22 00:00:00+00:00,-3043
Australia,3150,2020-06-22 00:00:00+00:00,3042
Australia,607,2020-06-22 00:00:00+00:00,-2543
Australia,228,2020-06-22 00:00:00+00:00,-379
Australia,29,2020-06-22 00:00:00+00:00,-199
Australia,1066,2020-06-22 00:00:00+00:00,1037
Australia,440,2020-06-22 00:00:00+00:00,-626
