Country,Confirmed,Date,New Cases,Seven_Day_Average
Argentina,0,2020-01-22 00:00:00+00:00,0,0
Argentina,0,2020-01-23 00:00:00+00:00,0,0
Argentina,0,2020-01-24 00:00:00+00:00,0,0
Argentina,0,2020-01-25 00:00:00+00:00,0,0
Argentina,0,2020-01-26 00:00:00+00:00,0,0
Argentina,0,2020-01-27 00:00:00+00:00,0,0
Argentina,0,2020-01-28 00:00:00+00:00,0,0
Argentina,0,2020-01-29 00:00:00+00:00,0,0
Argentina,0,2020-01-30 00:00:00+00:00,0,0
Argentina,0,2020-01-31 00:00:00+00:00,0,0
Argentina,0,2020-02-01 00:00:00+00:00,0,0
Argentina,0,2020-02-02 00:00:00+00:00,0,0
Argentina,0,2020-02-03 00:00:00+00:00,0,0
Argentina,0,2020-02-04 00:00:00+00:00,0,0
Argentina,0,2020-02-05 00:00:00+00:00,0,0
Argentina,0,2020-02-06 00:00:00+00:00,0,0
Argentina,0,2020-02-07 00:00:00+00:00,0,0
Argentina,0,2020-02-08 00:00:00+00:00,0,0
Argentina,0,2020-02-09 00:00:00+00:00,0,0
Argentina,0,2020-02-10 00:00:00+00:00,0,0
Argentina,0,2020-02-11 00:00:00+00:00,0,0
Argentina,0,2020-02-12 00:00:00+00:00,0,0
Argentina,0,2020-02-13 00:00:00+00:00,0,0
Argentina,0,2020-02-14 00:00:00+00:00,0,0
Argentina,0,2020-02-15 00:00:00+00:00,0,0
Argentina,0,2020-02-16 00:00:00+00:00,0,0
Argentina,0,2020-02-17 00:00:00+00:00,0,0
Argentina,0,2020-02-18 00:00:00+00:00,0,0
Argentina,0,2020-02-19 00:00:00+00:00,0,0
Argentina,0,2020-02-20 00:00:00+00:00,0,0
Argentina,0,2020-02-21 00:00:00+00:00,0,0
Argentina,0,2020-02-22 00:00:00+00:00,0,0
Argentina,0,2020-02-23 00:00:00+00:00,0,0
Argentina,0,2020-02-24 00:00:00+00:00,0,0
Argentina,0,2020-02-25 00:00:00+00:00,0,0
Argentina,0,2020-02-26 00:00:00+00:00,0,0
Argentina,0,2020-02-27 00:00:00+00:00,0,0
Argentina,0,2020-02-28 00:00:00+00:00,0,0
Argentina,0,2020-02-29 00:00:00+00:00,0,0
Argentina,0,2020-03-01 00:00:00+00:00,0,0
Argentina,0,2020-03-02 00:00:00+00:00,0,0
Argentina,1,2020-03-03 00:00:00+00:00,1,0.14
Argentina,1,2020-03-04 00:00:00+00:00,0,0.14
Argentina,1,2020-03-05 00:00:00+00:00,0,0.14
Argentina,2,2020-03-06 00:00:00+00:00,1,0.29
Argentina,8,2020-03-07 00:00:00+00:00,6,1.14
Argentina,12,2020-03-08 00:00:00+00:00,4,1.71
Argentina,12,2020-03-09 00:00:00+00:00,0,1.71
Argentina,17,2020-03-10 00:00:00+00:00,5,2.29
Argentina,19,2020-03-11 00:00:00+00:00,2,2.57
Argentina,19,2020-03-12 00:00:00+00:00,0,2.57
Argentina,31,2020-03-13 00:00:00+00:00,12,4.14
Argentina,34,2020-03-14 00:00:00+00:00,3,3.71
Argentina,45,2020-03-15 00:00:00+00:00,11,4.71
Argentina,56,2020-03-16 00:00:00+00:00,11,6.29
Argentina,68,2020-03-17 00:00:00+00:00,12,7.29
Argentina,79,2020-03-18 00:00:00+00:00,11,8.57
Argentina,97,2020-03-19 00:00:00+00:00,18,11.14
Argentina,128,2020-03-20 00:00:00+00:00,31,13.86
Argentina,158,2020-03-21 00:00:00+00:00,30,17.71
Argentina,266,2020-03-22 00:00:00+00:00,108,31.57
Argentina,301,2020-03-23 00:00:00+00:00,35,35
Argentina,387,2020-03-24 00:00:00+00:00,86,45.57
Argentina,387,2020-03-25 00:00:00+00:00,0,44
Argentina,502,2020-03-26 00:00:00+00:00,115,57.86
Argentina,589,2020-03-27 00:00:00+00:00,87,65.86
Argentina,690,2020-03-28 00:00:00+00:00,101,76
Argentina,745,2020-03-29 00:00:00+00:00,55,68.43
Argentina,820,2020-03-30 00:00:00+00:00,75,74.14
Argentina,1054,2020-03-31 00:00:00+00:00,234,95.29
Argentina,1054,2020-04-01 00:00:00+00:00,0,95.29
Argentina,1133,2020-04-02 00:00:00+00:00,79,90.14
Argentina,1265,2020-04-03 00:00:00+00:00,132,96.57
Argentina,1451,2020-04-04 00:00:00+00:00,186,108.71
Argentina,1451,2020-04-05 00:00:00+00:00,0,100.86
Argentina,1554,2020-04-06 00:00:00+00:00,103,104.86
Argentina,1628,2020-04-07 00:00:00+00:00,74,82
Argentina,1715,2020-04-08 00:00:00+00:00,87,94.43
Argentina,1795,2020-04-09 00:00:00+00:00,80,94.57
Argentina,1975,2020-04-10 00:00:00+00:00,180,101.43
Argentina,1975,2020-04-11 00:00:00+00:00,0,74.86
Argentina,2142,2020-04-12 00:00:00+00:00,167,98.71
Argentina,2208,2020-04-13 00:00:00+00:00,66,93.43
Argentina,2277,2020-04-14 00:00:00+00:00,69,92.71
Argentina,2443,2020-04-15 00:00:00+00:00,166,104
Argentina,2571,2020-04-16 00:00:00+00:00,128,110.86
Argentina,2669,2020-04-17 00:00:00+00:00,98,99.14
Argentina,2758,2020-04-18 00:00:00+00:00,89,111.86
Argentina,2839,2020-04-19 00:00:00+00:00,81,99.57
Argentina,2941,2020-04-20 00:00:00+00:00,102,104.71
Argentina,3031,2020-04-21 00:00:00+00:00,90,107.71
Argentina,3144,2020-04-22 00:00:00+00:00,113,100.14
Argentina,3435,2020-04-23 00:00:00+00:00,291,123.43
Argentina,3607,2020-04-24 00:00:00+00:00,172,134
Argentina,3780,2020-04-25 00:00:00+00:00,173,146
Argentina,3892,2020-04-26 00:00:00+00:00,112,150.43
Argentina,4003,2020-04-27 00:00:00+00:00,111,151.71
Argentina,4127,2020-04-28 00:00:00+00:00,124,156.57
Argentina,4285,2020-04-29 00:00:00+00:00,158,163
Argentina,4428,2020-04-30 00:00:00+00:00,143,141.86
Argentina,4532,2020-05-01 00:00:00+00:00,104,132.14
Argentina,4681,2020-05-02 00:00:00+00:00,149,128.71
Argentina,4783,2020-05-03 00:00:00+00:00,102,127.29
Argentina,4887,2020-05-04 00:00:00+00:00,104,126.29
Argentina,5020,2020-05-05 00:00:00+00:00,133,127.57
Argentina,5208,2020-05-06 00:00:00+00:00,188,131.86
Argentina,5371,2020-05-07 00:00:00+00:00,163,134.71
Argentina,5611,2020-05-08 00:00:00+00:00,240,154.14
Argentina,5776,2020-05-09 00:00:00+00:00,165,156.43
Argentina,6034,2020-05-10 00:00:00+00:00,258,178.71
Argentina,6278,2020-05-11 00:00:00+00:00,244,198.71
Argentina,6563,2020-05-12 00:00:00+00:00,285,220.43
Argentina,6879,2020-05-13 00:00:00+00:00,316,238.71
Argentina,7134,2020-05-14 00:00:00+00:00,255,251.86
Argentina,7479,2020-05-15 00:00:00+00:00,345,266.86
Argentina,7805,2020-05-16 00:00:00+00:00,326,289.86
Argentina,8068,2020-05-17 00:00:00+00:00,263,290.57
Argentina,8371,2020-05-18 00:00:00+00:00,303,299
Argentina,8809,2020-05-19 00:00:00+00:00,438,320.86
Argentina,9283,2020-05-20 00:00:00+00:00,474,343.43
Argentina,9931,2020-05-21 00:00:00+00:00,648,399.57
Argentina,10649,2020-05-22 00:00:00+00:00,718,452.86
Argentina,11353,2020-05-23 00:00:00+00:00,704,506.86
Argentina,12076,2020-05-24 00:00:00+00:00,723,572.57
Argentina,12628,2020-05-25 00:00:00+00:00,552,608.14
Argentina,13228,2020-05-26 00:00:00+00:00,600,631.29
Argentina,13933,2020-05-27 00:00:00+00:00,705,664.29
Argentina,14702,2020-05-28 00:00:00+00:00,769,681.57
Argentina,15419,2020-05-29 00:00:00+00:00,717,681.43
Argentina,16214,2020-05-30 00:00:00+00:00,795,694.43
Argentina,16851,2020-05-31 00:00:00+00:00,637,682.14
Argentina,17415,2020-06-01 00:00:00+00:00,564,683.86
Argentina,18319,2020-06-02 00:00:00+00:00,904,727.29
Argentina,19268,2020-06-03 00:00:00+00:00,949,762.14
Argentina,20197,2020-06-04 00:00:00+00:00,929,785
Argentina,21037,2020-06-05 00:00:00+00:00,840,802.57
Argentina,22020,2020-06-06 00:00:00+00:00,983,829.43
Argentina,22794,2020-06-07 00:00:00+00:00,774,849
Argentina,23620,2020-06-08 00:00:00+00:00,826,886.43
Argentina,24761,2020-06-09 00:00:00+00:00,1141,920.29
Argentina,25987,2020-06-10 00:00:00+00:00,1226,959.86
Argentina,27373,2020-06-11 00:00:00+00:00,1386,1025.14
Argentina,28764,2020-06-12 00:00:00+00:00,1391,1103.86
Argentina,30295,2020-06-13 00:00:00+00:00,1531,1182.14
Argentina,31577,2020-06-14 00:00:00+00:00,1282,1254.71
Argentina,32785,2020-06-15 00:00:00+00:00,1208,1309.29
Argentina,34159,2020-06-16 00:00:00+00:00,1374,1342.57
Argentina,35552,2020-06-17 00:00:00+00:00,1393,1366.43
Argentina,37510,2020-06-18 00:00:00+00:00,1958,1448.14
Argentina,39570,2020-06-19 00:00:00+00:00,2060,1543.71
Argentina,41204,2020-06-20 00:00:00+00:00,1634,1558.43
Argentina,42785,2020-06-21 00:00:00+00:00,1581,1601.14
Argentina,44931,2020-06-22 00:00:00+00:00,2146,1735.14
Argentina,47203,2020-06-23 00:00:00+00:00,2272,1863.43
Argentina,49851,2020-06-24 00:00:00+00:00,2648,2042.71
Argentina,52457,2020-06-25 00:00:00+00:00,2606,2135.29
Argentina,55343,2020-06-26 00:00:00+00:00,2886,2253.29
Argentina,57744,2020-06-27 00:00:00+00:00,2401,2362.86
Argentina,59933,2020-06-28 00:00:00+00:00,2189,2449.71
Argentina,62268,2020-06-29 00:00:00+00:00,2335,2476.71
Argentina,64530,2020-06-30 00:00:00+00:00,2262,2475.29
Argentina,67197,2020-07-01 00:00:00+00:00,2667,2478
Argentina,69941,2020-07-02 00:00:00+00:00,2744,2497.71
Argentina,72786,2020-07-03 00:00:00+00:00,2845,2491.86
Argentina,75376,2020-07-04 00:00:00+00:00,2590,2518.86
Argentina,77815,2020-07-05 00:00:00+00:00,2439,2554.57
Argentina,80447,2020-07-06 00:00:00+00:00,2632,2597
Argentina,83426,2020-07-07 00:00:00+00:00,2979,2699.43
Argentina,87030,2020-07-08 00:00:00+00:00,3604,2833.29
Argentina,90693,2020-07-09 00:00:00+00:00,3663,2964.57
Argentina,94060,2020-07-10 00:00:00+00:00,3367,3039.14
Argentina,97509,2020-07-11 00:00:00+00:00,3449,3161.86
Argentina,100166,2020-07-12 00:00:00+00:00,2657,3193
Argentina,103265,2020-07-13 00:00:00+00:00,3099,3259.71
Argentina,106910,2020-07-14 00:00:00+00:00,3645,3354.86
Argentina,111146,2020-07-15 00:00:00+00:00,4236,3445.14
Argentina,114783,2020-07-16 00:00:00+00:00,3637,3441.43
Argentina,119301,2020-07-17 00:00:00+00:00,4518,3605.86
Argentina,122524,2020-07-18 00:00:00+00:00,3223,3573.57
Argentina,126755,2020-07-19 00:00:00+00:00,4231,3798.43
Argentina,130774,2020-07-20 00:00:00+00:00,4019,3929.86
Argentina,136118,2020-07-21 00:00:00+00:00,5344,4172.57
Argentina,141900,2020-07-22 00:00:00+00:00,5782,4393.43
Argentina,148027,2020-07-23 00:00:00+00:00,6127,4749.14
Argentina,153520,2020-07-24 00:00:00+00:00,5493,4888.43
Argentina,158334,2020-07-25 00:00:00+00:00,4814,5115.71
Argentina,162526,2020-07-26 00:00:00+00:00,4192,5110.14
Argentina,167416,2020-07-27 00:00:00+00:00,4890,5234.57
Argentina,173355,2020-07-28 00:00:00+00:00,5939,5319.57
Argentina,178996,2020-07-29 00:00:00+00:00,5641,5299.43
Argentina,185373,2020-07-30 00:00:00+00:00,6377,5335.14
Argentina,191302,2020-07-31 00:00:00+00:00,5929,5397.43
Argentina,196543,2020-08-01 00:00:00+00:00,5241,5458.43
Argentina,201919,2020-08-02 00:00:00+00:00,5376,5627.57
Argentina,206743,2020-08-03 00:00:00+00:00,4824,5618.14
Argentina,213535,2020-08-04 00:00:00+00:00,6792,5740
Argentina,220682,2020-08-05 00:00:00+00:00,7147,5955.14
Argentina,228195,2020-08-06 00:00:00+00:00,7513,6117.43
Argentina,235677,2020-08-07 00:00:00+00:00,7482,6339.29
Argentina,241811,2020-08-08 00:00:00+00:00,6134,6466.86
Argentina,246499,2020-08-09 00:00:00+00:00,4688,6368.57
Argentina,253868,2020-08-10 00:00:00+00:00,7369,6732.14
Argentina,260911,2020-08-11 00:00:00+00:00,7043,6768
Argentina,268574,2020-08-12 00:00:00+00:00,7663,6841.71
Argentina,276072,2020-08-13 00:00:00+00:00,7498,6839.57
Argentina,282437,2020-08-14 00:00:00+00:00,6365,6680
Argentina,289100,2020-08-15 00:00:00+00:00,6663,6755.57
Argentina,294569,2020-08-16 00:00:00+00:00,5469,6867.14
Argentina,299126,2020-08-17 00:00:00+00:00,4557,6465.43
Argentina,305966,2020-08-18 00:00:00+00:00,6840,6436.43
Argentina,312659,2020-08-19 00:00:00+00:00,6693,6297.86
Argentina,320884,2020-08-20 00:00:00+00:00,8225,6401.71
Argentina,329043,2020-08-21 00:00:00+00:00,8159,6658
Argentina,336802,2020-08-22 00:00:00+00:00,7759,6814.57
Argentina,342154,2020-08-23 00:00:00+00:00,5352,6797.86
Argentina,350867,2020-08-24 00:00:00+00:00,8713,7391.57
Argentina,359638,2020-08-25 00:00:00+00:00,8771,7667.43
Argentina,370188,2020-08-26 00:00:00+00:00,10550,8218.43
Argentina,380292,2020-08-27 00:00:00+00:00,10104,8486.86
Argentina,392009,2020-08-28 00:00:00+00:00,11717,8995.14
Argentina,401239,2020-08-29 00:00:00+00:00,9230,9205.29
Argentina,408426,2020-08-30 00:00:00+00:00,7187,9467.43
Argentina,417735,2020-08-31 00:00:00+00:00,9309,9552.57
Argentina,428239,2020-09-01 00:00:00+00:00,10504,9800.14
Argentina,439172,2020-09-02 00:00:00+00:00,10933,9854.86
Argentina,451198,2020-09-03 00:00:00+00:00,12026,10129.43
Argentina,461882,2020-09-04 00:00:00+00:00,10684,9981.86
Argentina,471806,2020-09-05 00:00:00+00:00,9924,10081
Argentina,478792,2020-09-06 00:00:00+00:00,6986,10052.29
Argentina,488007,2020-09-07 00:00:00+00:00,9215,10038.86
Argentina,500034,2020-09-08 00:00:00+00:00,12027,10256.43
Argentina,512293,2020-09-09 00:00:00+00:00,12259,10445.86
Argentina,524198,2020-09-10 00:00:00+00:00,11905,10428.57
Argentina,535705,2020-09-11 00:00:00+00:00,11507,10546.14
Argentina,546481,2020-09-12 00:00:00+00:00,10776,10667.86
Argentina,555537,2020-09-13 00:00:00+00:00,9056,10963.57
Argentina,565446,2020-09-14 00:00:00+00:00,9909,11062.71
Argentina,577338,2020-09-15 00:00:00+00:00,11892,11043.43
Argentina,589012,2020-09-16 00:00:00+00:00,11674,10959.86
Argentina,601713,2020-09-17 00:00:00+00:00,12701,11073.57
Argentina,613658,2020-09-18 00:00:00+00:00,11945,11136.14
Argentina,622934,2020-09-19 00:00:00+00:00,9276,10921.86
Argentina,631365,2020-09-20 00:00:00+00:00,8431,10832.57
Argentina,640147,2020-09-21 00:00:00+00:00,8782,10671.57
Argentina,652174,2020-09-22 00:00:00+00:00,12027,10690.86
Argentina,664799,2020-09-23 00:00:00+00:00,12625,10826.71
Argentina,678266,2020-09-24 00:00:00+00:00,13467,10936.14
Argentina,691235,2020-09-25 00:00:00+00:00,12969,11082.43
Argentina,702484,2020-09-26 00:00:00+00:00,11249,11364.29
Argentina,711325,2020-09-27 00:00:00+00:00,8841,11422.86
Argentina,723132,2020-09-28 00:00:00+00:00,11807,11855
Argentina,736609,2020-09-29 00:00:00+00:00,13477,12062.14
Argentina,751001,2020-09-30 00:00:00+00:00,14392,12314.57
Argentina,765002,2020-10-01 00:00:00+00:00,14001,12390.86
Argentina,779689,2020-10-02 00:00:00+00:00,14687,12636.29
Argentina,790818,2020-10-03 00:00:00+00:00,11129,12619.14
Argentina,798486,2020-10-04 00:00:00+00:00,7668,12451.57
Argentina,809728,2020-10-05 00:00:00+00:00,11242,12370.86
Argentina,824468,2020-10-06 00:00:00+00:00,14740,12551.29
Argentina,840915,2020-10-07 00:00:00+00:00,16447,12844.86
Argentina,856369,2020-10-08 00:00:00+00:00,15454,13052.43
Argentina,871468,2020-10-09 00:00:00+00:00,15099,13111.29
Argentina,883882,2020-10-10 00:00:00+00:00,12414,13294.86
Argentina,894206,2020-10-11 00:00:00+00:00,10324,13674.29
Argentina,903730,2020-10-12 00:00:00+00:00,9524,13428.86
Argentina,917035,2020-10-13 00:00:00+00:00,13305,13223.86
Argentina,931967,2020-10-14 00:00:00+00:00,14932,13007.43
Argentina,949063,2020-10-15 00:00:00+00:00,17096,13242
Argentina,965609,2020-10-16 00:00:00+00:00,16546,13448.71
Argentina,979119,2020-10-17 00:00:00+00:00,13510,13605.29
Argentina,989680,2020-10-18 00:00:00+00:00,10561,13639.14
Argentina,1002662,2020-10-19 00:00:00+00:00,12982,14133.14
Argentina,1018999,2020-10-20 00:00:00+00:00,16337,14566.29
Argentina,1037325,2020-10-21 00:00:00+00:00,18326,15051.14
Argentina,1053650,2020-10-22 00:00:00+00:00,16325,14941
Argentina,1069368,2020-10-23 00:00:00+00:00,15718,14822.71
Argentina,1081336,2020-10-24 00:00:00+00:00,11968,14602.43
Argentina,1090589,2020-10-25 00:00:00+00:00,9253,14415.57
Argentina,1102301,2020-10-26 00:00:00+00:00,11712,14234.14
Argentina,1116609,2020-10-27 00:00:00+00:00,14308,13944.29
Argentina,1130533,2020-10-28 00:00:00+00:00,13924,13315.43
Argentina,1143800,2020-10-29 00:00:00+00:00,13267,12878.57
Argentina,1157179,2020-10-30 00:00:00+00:00,13379,12544.43
Argentina,1166924,2020-10-31 00:00:00+00:00,9745,12226.86
Argentina,1173533,2020-11-01 00:00:00+00:00,6609,11849.14
Argentina,1183131,2020-11-02 00:00:00+00:00,9598,11547.14
Argentina,1195276,2020-11-03 00:00:00+00:00,12145,11238.14
Argentina,1205928,2020-11-04 00:00:00+00:00,10652,10770.71
Argentina,1217028,2020-11-05 00:00:00+00:00,11100,10461.14
Argentina,1228814,2020-11-06 00:00:00+00:00,11786,10233.57
Argentina,1236851,2020-11-07 00:00:00+00:00,8037,9989.57
Argentina,1242182,2020-11-08 00:00:00+00:00,5331,9807
Argentina,1250499,2020-11-09 00:00:00+00:00,8317,9624
Argentina,1262476,2020-11-10 00:00:00+00:00,11977,9600
Argentina,1273356,2020-11-11 00:00:00+00:00,10880,9632.57
Argentina,1284519,2020-11-12 00:00:00+00:00,11163,9641.57
Argentina,1296378,2020-11-13 00:00:00+00:00,11859,9652
Argentina,1304846,2020-11-14 00:00:00+00:00,8468,9713.57
Argentina,1310491,2020-11-15 00:00:00+00:00,5645,9758.43
Argentina,1318384,2020-11-16 00:00:00+00:00,7893,9697.86
Argentina,1329005,2020-11-17 00:00:00+00:00,10621,9504.14
Argentina,1339337,2020-11-18 00:00:00+00:00,10332,9425.86
Argentina,1349434,2020-11-19 00:00:00+00:00,10097,9273.57
Argentina,1359042,2020-11-20 00:00:00+00:00,9608,8952
Argentina,1366182,2020-11-21 00:00:00+00:00,7140,8762.29
Argentina,1370366,2020-11-22 00:00:00+00:00,4184,8553.57
Argentina,1374631,2020-11-23 00:00:00+00:00,4265,8035.29
Argentina,1381795,2020-11-24 00:00:00+00:00,7164,7541.43
Argentina,1390388,2020-11-25 00:00:00+00:00,8593,7293
Argentina,1399431,2020-11-26 00:00:00+00:00,9043,7142.43
Argentina,1407277,2020-11-27 00:00:00+00:00,7846,6890.71
Argentina,1413375,2020-11-28 00:00:00+00:00,6098,6741.86
Argentina,1418807,2020-11-29 00:00:00+00:00,5432,6920.14
Argentina,1424533,2020-11-30 00:00:00+00:00,5726,7128.86
Argentina,1432570,2020-12-01 00:00:00+00:00,8037,7253.57
Argentina,1440103,2020-12-02 00:00:00+00:00,7533,7102.14
Argentina,1447732,2020-12-03 00:00:00+00:00,7629,6900.14
Argentina,1454631,2020-12-04 00:00:00+00:00,6899,6764.86
Argentina,1459832,2020-12-05 00:00:00+00:00,5201,6636.71
Argentina,1463110,2020-12-06 00:00:00+00:00,3278,6329
Argentina,1466309,2020-12-07 00:00:00+00:00,3199,5968
Argentina,1469919,2020-12-08 00:00:00+00:00,3610,5335.57
Argentina,1475222,2020-12-09 00:00:00+00:00,5303,5017
Argentina,1482216,2020-12-10 00:00:00+00:00,6994,4926.29
Argentina,1489328,2020-12-11 00:00:00+00:00,7112,4956.71
Argentina,1494602,2020-12-12 00:00:00+00:00,5274,4967.14
Argentina,1498160,2020-12-13 00:00:00+00:00,3558,5007.14
Argentina,1503222,2020-12-14 00:00:00+00:00,5062,5273.29
Argentina,1510203,2020-12-15 00:00:00+00:00,6981,5754.86
Argentina,1517046,2020-12-16 00:00:00+00:00,6843,5974.86
Argentina,1524372,2020-12-17 00:00:00+00:00,7326,6022.29
Argentina,1531374,2020-12-18 00:00:00+00:00,7002,6006.57
Argentina,1537169,2020-12-19 00:00:00+00:00,5795,6081
Argentina,1541285,2020-12-20 00:00:00+00:00,4116,6160.71
Argentina,1547138,2020-12-21 00:00:00+00:00,5853,6273.71
Argentina,1555279,2020-12-22 00:00:00+00:00,8141,6439.43
Argentina,1563865,2020-12-23 00:00:00+00:00,8586,6688.43
Argentina,1563865,2020-12-24 00:00:00+00:00,0,5641.86
Argentina,1574554,2020-12-25 00:00:00+00:00,10689,6168.57
Argentina,1578267,2020-12-26 00:00:00+00:00,3713,5871.14
Argentina,1583297,2020-12-27 00:00:00+00:00,5030,6001.71
Argentina,1590513,2020-12-28 00:00:00+00:00,7216,6196.43
Argentina,1602163,2020-12-29 00:00:00+00:00,11650,6697.71
Argentina,1613928,2020-12-30 00:00:00+00:00,11765,7151.86
Argentina,1625514,2020-12-31 00:00:00+00:00,11586,8807
Argentina,1629594,2021-01-01 00:00:00+00:00,4080,7862.86
Argentina,1634834,2021-01-02 00:00:00+00:00,5240,8081
Argentina,1640718,2021-01-03 00:00:00+00:00,5884,8203
Argentina,1648940,2021-01-04 00:00:00+00:00,8222,8346.71
Argentina,1662730,2021-01-05 00:00:00+00:00,13790,8652.43
Argentina,1676171,2021-01-06 00:00:00+00:00,13441,8891.86
Argentina,1690006,2021-01-07 00:00:00+00:00,13835,9213.14
Argentina,1703352,2021-01-08 00:00:00+00:00,13346,10536.86
Argentina,1714409,2021-01-09 00:00:00+00:00,11057,11367.86
Argentina,1722217,2021-01-10 00:00:00+00:00,7808,11642.71
Argentina,1730921,2021-01-11 00:00:00+00:00,8704,11711.57
Argentina,1744704,2021-01-12 00:00:00+00:00,13783,11710.57
Argentina,1757429,2021-01-13 00:00:00+00:00,12725,11608.29
Argentina,1770715,2021-01-14 00:00:00+00:00,13286,11529.86
Argentina,1783047,2021-01-15 00:00:00+00:00,12332,11385
Argentina,1791979,2021-01-16 00:00:00+00:00,8932,11081.43
Argentina,1799243,2021-01-17 00:00:00+00:00,7264,11003.71
Argentina,1807428,2021-01-18 00:00:00+00:00,8185,10929.57
Argentina,1819569,2021-01-19 00:00:00+00:00,12141,10695
Argentina,1831681,2021-01-20 00:00:00+00:00,12112,10607.43
Argentina,1843077,2021-01-21 00:00:00+00:00,11396,10337.43
Argentina,1853830,2021-01-22 00:00:00+00:00,10753,10111.86
Argentina,1862192,2021-01-23 00:00:00+00:00,8362,10030.43
Argentina,1867223,2021-01-24 00:00:00+00:00,5031,9711.43
Argentina,1874801,2021-01-25 00:00:00+00:00,7578,9624.71
Argentina,1885210,2021-01-26 00:00:00+00:00,10409,9377.29
Argentina,1896053,2021-01-27 00:00:00+00:00,10843,9196
Argentina,1905524,2021-01-28 00:00:00+00:00,9471,8921
Argentina,1915362,2021-01-29 00:00:00+00:00,9838,8790.29
Argentina,1922264,2021-01-30 00:00:00+00:00,6902,8581.71
Argentina,1927239,2021-01-31 00:00:00+00:00,4975,8573.71
Argentina,1933853,2021-02-01 00:00:00+00:00,6614,8436
Argentina,1943548,2021-02-02 00:00:00+00:00,9695,8334
Argentina,1952744,2021-02-03 00:00:00+00:00,9196,8098.71
Argentina,1961635,2021-02-04 00:00:00+00:00,8891,8015.86
Argentina,1970009,2021-02-05 00:00:00+00:00,8374,7806.71
Argentina,1976689,2021-02-06 00:00:00+00:00,6680,7775
Argentina,1980347,2021-02-07 00:00:00+00:00,3658,7586.86
Argentina,1985501,2021-02-08 00:00:00+00:00,5154,7378.29
Argentina,1993295,2021-02-09 00:00:00+00:00,7794,7106.71
Argentina,2001034,2021-02-10 00:00:00+00:00,7739,6898.57
Argentina,2008345,2021-02-11 00:00:00+00:00,7311,6672.86
Argentina,2015496,2021-02-12 00:00:00+00:00,7151,6498.14
Argentina,2021553,2021-02-13 00:00:00+00:00,6057,6409.14
Argentina,2025798,2021-02-14 00:00:00+00:00,4245,6493
Argentina,2029057,2021-02-15 00:00:00+00:00,3259,6222.29
Argentina,2033060,2021-02-16 00:00:00+00:00,4003,5680.71
Argentina,2039124,2021-02-17 00:00:00+00:00,6064,5441.43
Argentina,2046795,2021-02-18 00:00:00+00:00,7671,5492.86
Argentina,2054681,2021-02-19 00:00:00+00:00,7886,5597.86
Argentina,2060625,2021-02-20 00:00:00+00:00,5944,5581.71
Argentina,2064334,2021-02-21 00:00:00+00:00,3709,5505.14
Argentina,2069751,2021-02-22 00:00:00+00:00,5417,5813.43
Argentina,2077228,2021-02-23 00:00:00+00:00,7477,6309.71
Argentina,2085411,2021-02-24 00:00:00+00:00,8183,6612.43
Argentina,2093645,2021-02-25 00:00:00+00:00,8234,6692.86
Argentina,2098728,2021-02-26 00:00:00+00:00,5083,6292.43
Argentina,2104197,2021-02-27 00:00:00+00:00,5469,6224.57
Argentina,2107365,2021-02-28 00:00:00+00:00,3168,6147.29
Argentina,2112023,2021-03-01 00:00:00+00:00,4658,6038.86
Argentina,2118676,2021-03-02 00:00:00+00:00,6653,5921.14
Argentina,2126531,2021-03-03 00:00:00+00:00,7855,5874.29
Argentina,2133963,2021-03-04 00:00:00+00:00,7432,5759.71
Argentina,2141854,2021-03-05 00:00:00+00:00,7891,6160.86
Argentina,2146714,2021-03-06 00:00:00+00:00,4860,6073.86
Argentina,2149636,2021-03-07 00:00:00+00:00,2922,6038.71
Argentina,2154694,2021-03-08 00:00:00+00:00,5058,6095.86
Argentina,2162001,2021-03-09 00:00:00+00:00,7307,6189.29
Argentina,2169694,2021-03-10 00:00:00+00:00,7693,6166.14
Argentina,2177898,2021-03-11 00:00:00+00:00,8204,6276.43
Argentina,2185747,2021-03-12 00:00:00+00:00,7849,6270.43
Argentina,2192025,2021-03-13 00:00:00+00:00,6278,6473
Argentina,2195722,2021-03-14 00:00:00+00:00,3697,6583.71
Argentina,2201886,2021-03-15 00:00:00+00:00,6164,6741.71
Argentina,2210121,2021-03-16 00:00:00+00:00,8235,6874.29
Argentina,2218425,2021-03-17 00:00:00+00:00,8304,6961.57
Argentina,2226753,2021-03-18 00:00:00+00:00,8328,6979.29
Argentina,2234913,2021-03-19 00:00:00+00:00,8160,7023.71
Argentina,2241739,2021-03-20 00:00:00+00:00,6826,7102
Argentina,2245771,2021-03-21 00:00:00+00:00,4032,7149.86
Argentina,2252172,2021-03-22 00:00:00+00:00,6401,7183.71
Argentina,2261577,2021-03-23 00:00:00+00:00,9405,7350.86
Argentina,2269877,2021-03-24 00:00:00+00:00,8300,7350.29
Argentina,2278115,2021-03-25 00:00:00+00:00,8238,7337.43
Argentina,2291051,2021-03-26 00:00:00+00:00,12936,8019.71
Argentina,2301389,2021-03-27 00:00:00+00:00,10338,8521.43
Argentina,2308597,2021-03-28 00:00:00+00:00,7208,8975.14
Argentina,2322611,2021-03-29 00:00:00+00:00,14014,10062.71
Argentina,2332765,2021-03-30 00:00:00+00:00,10154,10169.71
